regime,SAMPLE_ID,STATION,STARTLAT,STARTLON,YEAR,MONTH,DAY,DEPTH,SimpleDEPTH,TurnerChla,chla,chlb,chlc3,Fuco,Peri,Zea,Allo,ButFuco,HexFuco,Pras,CTD_Salinity,CTD_Temp,prasino2,dino1,crypto,hapto6,phaeo,diatom,dictyo,chloro
Shelf,479969,L3_28,60.57184,-48.2425,2020,8,6,1.84,2,1.49776,1.251,0.112,0.035,0.348,0,0,0.051,0,0,0,31.905,4.1116,0.050757179,0,0.193201412,0,0.08997707,0.665966595,9.77E-05,0
Shelf,479987,L3_26,60.3764,-48.48695,2020,8,6,3.02,2,1.35414,1.073,0.099,0,0.315,0,0,0.048,0,0,0,32.4228,3.9619,0.049072291,0,0.197493449,0,0.001226201,0.75207474,0.000133319,0
MixPhaeo,480011,L3_25,60.3084,-48.62926,2020,8,6,2.43,2,2.58518,1.966,0.099,0.08,0.668,0,0,0.057,0,0.041,0,32.967,4.9004,0.026068746,0,0.122115471,0.01968174,0.118638613,0.71337948,0.000115949,0
Shelf,492429,L3_08,55.09545,-54.13304,2022,5,10,2.28,2,0.38878,0.292,0,0,0.06,0,0,0,0,0.04,0,33.8609,0.7701,0,0.000126595,0.003341253,0.188346918,0,0.767794457,0,0.040390778
MixPhaeo,492454,L3_09,55.25484,-53.99598,2022,5,10,5.66,2,1.48073,0.714,0.127,0.042,0.113,0,0,0,0.038,0.131,0,34.3651,2.879,0.134380278,0.000193386,0.005104097,0.264037106,0.214438578,0.274601335,0.049071453,0.058173768
MixPhaeo,492486,L3_11,55.6102,-53.62956,2022,5,11,5.54,2,1.06309,0.706,0.032,0.023,0.189,0,0,0,0,0.103,0,34.2167,2.4815,0.028059506,0,0,0.171194464,0.097640928,0.703105103,0,0
MixPhaeo,492512,L3_12.5,55.9766,-53.25668,2022,5,11,3.44,2,1.42378,1.157,0.051,0.035,0.269,0,0,0,0,0.144,0,34.1994,2.4579,0.030167052,4.84E-05,0.001277032,0.162086197,0.100984398,0.690735546,0,0.014701389
HighPhaeo,492539,L3_13,56.121,-53.12719,2022,5,11,5.43,2,4.5267,3.376,0,0.039,1.175,0,0,0,0,0.163,0,34.3883,3.1588,0,0,0,0.050605654,0.032558264,0.916805446,3.06E-05,0
HighPhaeo,492571,L3_15,56.95054,-52.23348,2022,5,12,2.74,2,2.61976,2.199,0,0.112,0.546,0,0,0,0.052,0.291,0,34.4829,3.3223,0,4.64E-05,0.00122523,0.172084164,0.17546714,0.616714799,0.019651038,0.014811207
HighPhaeo,492603,L3_17,57.7822,-51.36254,2022,5,12,3.68,2,5.42013,2.661,0,0.312,0.585,0,0,0,0,0,0,34.5473,3.5632,0,0.000332771,0.00878293,0.001132367,0.540580483,0.342998908,0,0.106172543
HighPhaeo,492635,L3_19,58.63572,-50.41728,2022,5,14,2.78,2,NA,2.371,0,0.278,0.622,0,0,0,0,0,0,34.4209,3.2637,0,0.000173093,0.004568499,0.000589008,0.49006847,0.449374582,0,0.055226348
HighPhaeo,492653,L3_20.5,59.26266,-49.7186,2022,5,14,2.99,2,5.06276,2.388,0,0.344,0.751,0,0,0,0,0,0,34.2818,2.8305,0,2.93E-05,0.000773266,9.97E-05,0.546241522,0.443508578,0,0.00934764
MixPhaeo,492680,L3_21,59.48006,-49.49472,2022,5,14,3.73,2,4.28845,1.848,0,0.235,0.571,0,0,0,0,0,0,34.1853,2.5445,0,3.50E-05,0.000924661,0.000119215,0.484152356,0.503590965,0,0.011177769
HighPhaeo,492712,L3_23,59.98484,-48.89331,2022,5,15,3.19,2,4.70538,2.975,0,0.335,0.729,0,0,0,0,0,0,34.0617,2.2589,0,0.000230791,0.006091353,0.000785347,0.488137731,0.431119388,0,0.073635389
Shelf,492730,L3_28,60.56768,-48.22362,2022,5,15,3.46,2,5.95618,2.946,0,0.098,0.803,0,0,0,0,0,0,32.8372,-0.645,0,8.51E-05,0.002246389,0.000289623,0.130832613,0.83939076,0,0.027155504
Shelf,492744,L3_28.5,60.61732,-48.20022,2022,5,15,3.92,2,NA,3.551,0,0.165,0.991,0,0,0,0,0,0,32.6788,-0.3144,0,7.37E-05,0.001945847,0.000250874,0.181528159,0.792678998,0,0.023522396
Shelf,492763,L3_27,60.45118,-48.36916,2022,5,15,2.68,2,NA,4.326,0,0.091,1.042,0,0,0,0,0,0,32.8254,-0.5833,0,0.000179089,0.004726761,0.000609412,0.087516287,0.849828948,0,0.057139503
Shelf,492785,L3_26,60.3581,-48.49843,2022,5,16,4.28,2,6.5518,2.789,0,0,0.637,0,0,0,0,0,0,33.29,0.3019,0,0.000207787,0.005484194,0.000693152,0,0.927319122,0,0.066295744
HighPhaeo,492810,L3_25,60.31062,-48.63705,2022,5,16,2.62,2,NA,2.758,0,0.148,0.588,0,0,0,0,0,0,33.7399,1.7199,0,0.000306688,0.008094508,0.00104361,0.24278932,0.649915321,0,0.097850553
Basin,492842,L3_24,60.17436,-48.66698,2022,5,16,2.7,2,0.96817,0.645,0,0.045,0.079,0,0,0,0,0.096,0,34.7246,4.2471,0,0.000494606,0.013054281,0.256921807,0.327322009,0.244400474,0,0.157806823
HighPhaeo,492874,L3_22,59.7497,-49.17058,2022,5,17,6.54,2,6.90917,1.262,0,0.193,0.347,0,0,0,0,0,0,34.3028,2.8264,0,0.000155228,0.004096974,0.000528215,0.632074845,0.313618419,0,0.049526319
MixPhaeo,492906,L3_20,59.0662,-49.95188,2022,5,17,2.27,2,3.39502,1.806,0,0.215,0.386,0,0,0,0,0,0,34.4462,3.4084,0,0.000360096,0.009504126,0.001225349,0.557677575,0.316342115,0,0.114890738
MixPhaeo,492939,L3_18,58.19183,-50.87452,2022,5,18,6.47,2,2.35399,0.946,0,0,0.193,0,0,0,0,0,0,34.6534,3.754,0,0.000299719,0.007910569,0.000999824,0,0.895162891,0,0.095626998
MixPhaeo,492970,L3_16,57.3773,-51.7886,2022,5,18,2.28,2,1.13902,0.916,0,0.09,0.203,0,0,0,0,0,0,34.5493,3.9435,0,0.00030958,0.008170855,0.001053453,0.446596809,0.445095825,0,0.098773477
MixPhaeo,492997,L3_16,57.3742,-51.7957,2022,5,18,2.88,2,1.89837,0.972,0,0.132,0.245,0,0,0,0,0,0,34.5388,3.7363,0,0.000222543,0.005873648,0.000757278,0.585909888,0.336232978,0,0.071003664
HighPhaeo,493053,L3_12,55.84528,-53.39332,2022,5,19,2.26,2,3.99064,3.464,0,0.091,1.242,0,0.057,0,0.052,0.209,0,34.4388,3.3506,0,0,0,0.05534102,0.06740567,0.741440838,0.009213992,0.12659848
Shelf,493096,L3_07.5,55.02405,-54.22366,2022,5,20,3.94,2,11.18551,7,0,0,2.467,0,0,0,0,0,0,32.2513,-0.9066,0,0,0,0,0.00084612,0.999061886,9.20E-05,0
Shelf,493140,L3_06,54.74706,-54.48266,2022,5,20,2.79,2,8.51734,6.494,0,0,2.443,0,0,0,0,0,0,32.2988,-0.6194,0,0,0,0,0.001136742,0.998739666,0.000123592,0
Shelf,493162,L3_05,54.48876,-54.74946,2022,5,20,3.3,2,17.76522,12.3,0,0,4.319,0,0,0,0,0,0,32.5074,-0.4471,0,0,0,0,0.000829403,0.99908042,9.02E-05,0
Shelf,493184,L3_04,54.21884,-55.0232,2022,5,20,2.34,2,11.62416,8.677,0,0,3.041,0,0,0,0,0,0,32.0405,-0.913,0,0,0,0,0.000820664,0.99909011,8.92E-05,0
Shelf,493204,L3_03,53.97358,-55.25937,2022,5,20,2.94,2,11.62416,9.14,0,0,3.236,0,0,0,0,0,0,32.3221,-0.7191,0,0,0,0,0.000866958,0.999038782,9.43E-05,0
Shelf,493220,L3_02.3,53.86082,-55.36842,2022,5,20,2.71,2,5.24144,4.026,0,0,1.424,0,0,0,0,0,0,32.2967,-0.2077,0,0,0,0,0.000862504,0.99904372,9.38E-05,0
